Age,Gender,Weight(kg),Height(m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration(hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake(liters),Workout_Frequency(days/week),Experience_Level,BMI
20,,85.7,1.92,172,136,58,1.72,1287.0,Cardio,10.5,3.5,5,3,23.25
50,Female,70.4,1.55,160,143,58,0.73,470.0,Strength,29.9,2.7,2,1,29.3
23,,57.7,1.71,179,149,58,1.15,942.0,Strength,27.0,3.4,3,2,19.73
27,,75.7,1.76,167,132,66,0.68,494.0,Cardio,25.3,2.3,3,1,24.44
22,Female,61.8,1.52,169,166,61,,1519.0,Yoga,17.0,2.7,5,3,26.75
40,,80.3,1.76,168,167,74,1.63,1497.0,Strength,13.1,3.5,5,3,25.92
27,,104.3,1.68,162,135,62,1.28,950.0,Cardio,29.7,3.5,3,2,36.95
19,Female,65.7,1.58,170,121,57,1.46,883.0,Cardio,25.9,1.9,3,2,26.32
30,,120.3,1.96,171,136,65,0.66,494.0,Yoga,23.9,2.6,2,1,31.32
57,Female,51.9,1.57,169,151,67,1.05,713.0,HIIT,29.1,2.6,3,2,21.06
19,Female,59.1,1.57,184,162,50,1.65,1336.0,Cardio,17.9,2.7,5,3,23.98
37,Female,66.9,1.75,184,127,50,1.38,876.0,Strength,26.5,2.1,4,2,21.84
18,Female,66.9,1.75,170,122,61,0.94,573.0,Yoga,26.8,1.7,2,1,21.84
54,,78.7,1.66,195,131,55,1.42,921.0,Yoga,22.9,2.6,3,2,28.56
26,Female,62.4,1.61,198,139,58,,1307.0,Yoga,19.8,2.7,4,3,24.07
34,,102.1,1.71,185,135,72,0.96,713.0,HIIT,27.3,3.2,2,1,34.92
26,,51.9,2.0,173,133,54,0.75,549.0,HIIT,26.6,2.3,2,1,12.97
28,,58.3,2.0,198,135,65,1.32,980.0,Strength,28.2,3.0,4,2,14.57
32,,89.8,1.92,199,168,67,1.93,1783.0,Strength,10.6,3.5,4,3,24.36
41,,101.1,,160,162,66,0.79,634.0,Yoga,28.6,3.2,2,1,30.19
55,,118.6,1.72,163,168,67,0.77,640.0,Strength,25.9,2.6,3,1,40.09
52,,84.8,,189,152,50,1.19,895.0,Cardio,23.4,3.2,2,1,24.78
47,,80.0,1.77,171,149,68,0.72,531.0,HIIT,28.2,3.5,3,1,25.54
48,,73.1,,194,131,71,1.05,681.0,Yoga,28.0,2.8,4,2,21.83
22,,117.3,1.68,172,134,57,1.24,914.0,Yoga,28.5,2.7,3,2,41.56
31,Female,77.4,1.71,190,137,52,1.26,863.0,Cardio,26.2,1.8,4,2,26.47
28,Female,72.9,1.67,197,147,74,1.13,831.0,Cardio,34.7,2.2,3,2,26.14
26,Female,71.2,1.5,182,142,54,1.15,816.0,Cardio,34.6,2.6,2,1,31.64
51,,88.2,1.62,163,133,72,1.56,1027.0,Cardio,11.8,3.5,4,3,33.61
29,Female,75.6,1.8,175,149,57,1.31,976.0,Yoga,25.7,1.9,4,2,23.33
52,Female,57.9,1.56,166,152,68,1.66,1135.0,HIIT,15.8,2.7,4,3,23.79
52,Female,70.6,1.58,181,164,67,1.02,753.0,HIIT,34.9,2.0,3,2,28.28
18,,118.6,1.64,188,134,67,0.94,693.0,Cardio,25.6,2.7,3,1,44.1
57,,55.7,1.99,170,126,70,1.13,705.0,Strength,23.6,3.0,3,2,14.07
39,,102.3,1.94,192,134,50,0.89,656.0,Yoga,22.9,2.4,3,1,27.18
46,,72.6,,188,161,64,1.31,1044.0,HIIT,22.6,3.4,4,2,20.76
25,Female,63.8,1.68,198,165,67,0.95,784.0,Cardio,31.6,1.9,2,1,22.6
28,Female,67.3,1.67,171,157,74,0.61,479.0,Strength,29.2,2.3,3,1,24.13
58,Female,59.3,1.58,166,165,56,1.97,1463.0,Strength,19.8,2.7,4,3,23.75
54,Female,70.7,1.57,198,163,65,1.14,836.0,Cardio,31.8,2.1,3,1,28.68
31,,86.9,1.69,185,130,65,1.72,1230.0,Yoga,14.0,3.5,4,3,30.43
47,,98.2,1.9,199,148,64,0.76,557.0,HIIT,22.9,3.0,3,1,27.2
52,,63.6,1.62,168,150,55,1.3,965.0,Strength,20.8,2.3,4,2,24.23
38,Female,45.2,1.68,193,144,58,1.01,727.0,HIIT,29.9,2.4,3,2,16.01
54,,117.2,1.62,172,143,56,1.04,736.0,HIIT,23.1,2.3,4,2,44.66
22,,107.4,1.74,195,138,63,1.34,1017.0,Strength,22.0,2.2,2,1,35.47
36,Female,59.1,1.78,184,121,60,0.85,514.0,Cardio,34.5,2.2,2,1,18.65
31,Female,53.3,1.64,183,141,70,0.57,402.0,Strength,29.4,2.4,3,1,19.82
43,,46.2,1.63,176,139,65,1.18,812.0,Strength,21.7,2.1,2,1,17.39
21,,67.0,1.61,161,152,74,1.32,1104.0,Yoga,22.0,2.1,3,2,25.85
42,,86.3,1.77,172,127,55,1.77,1113.0,HIIT,11.4,3.5,4,3,27.55
59,,85.5,1.67,190,144,71,1.99,1418.0,Cardio,15.0,3.5,5,3,30.66
42,,70.2,,188,165,65,1.38,1127.0,HIIT,22.7,3.4,3,2,20.07
35,,127.1,1.62,187,128,69,1.02,718.0,Strength,23.3,3.4,4,2,48.43
57,Female,75.6,1.67,186,153,65,1.05,723.0,Cardio,31.6,1.8,3,2,27.11
25,Female,62.6,1.65,174,142,61,1.2,852.0,Cardio,27.9,2.2,3,1,22.99
56,Female,55.7,1.53,190,124,66,1.91,1066.0,Cardio,16.1,2.7,5,3,23.79
57,,96.1,1.74,199,144,54,1.21,862.0,Cardio,21.6,2.8,3,2,31.74
31,Female,76.7,1.62,174,127,74,1.39,883.0,Yoga,28.1,2.3,4,2,29.23
49,,57.2,,192,135,62,1.14,762.0,Cardio,21.1,3.5,2,1,16.01
55,,69.9,,179,167,57,1.2,992.0,Strength,20.2,2.1,4,2,21.34
50,Female,67.9,1.77,171,164,73,1.03,760.0,Yoga,33.0,2.4,3,2,21.67
40,,87.9,,196,134,54,1.96,1445.0,Strength,10.7,3.5,5,3,25.14
32,,102.8,1.98,168,120,61,1.24,818.0,Strength,27.8,2.8,3,2,26.22
50,Female,51.8,1.5,182,141,58,1.32,838.0,HIIT,33.0,2.2,3,1,23.02
42,Female,57.7,1.57,167,122,52,,1005.0,Cardio,17.7,2.7,4,3,23.41
34,Female,66.5,1.69,191,157,52,0.81,636.0,Cardio,28.1,2.3,3,1,23.28
50,,95.4,1.61,173,133,50,1.16,764.0,Strength,21.5,3.6,4,2,36.8
19,Female,69.2,1.6,186,155,74,1.17,907.0,Cardio,32.4,1.6,3,1,27.03
31,Female,66.6,1.67,184,137,71,1.02,699.0,Yoga,31.0,1.5,4,2,23.88
57,,83.4,1.65,172,166,67,1.57,1290.0,HIIT,13.3,3.5,4,3,30.63
57,Female,43.8,1.75,180,160,73,1.39,1001.0,Cardio,25.1,1.7,2,1,14.3
56,Female,64.2,1.69,190,137,61,1.99,1227.0,Cardio,19.6,2.7,5,3,22.48
23,,44.1,1.62,196,122,58,0.58,354.0,Yoga,25.7,2.7,2,1,16.8
23,,87.3,1.91,164,129,58,,1327.0,HIIT,11.8,3.5,5,3,23.93
20,,55.0,1.6,172,168,67,1.12,1035.0,Yoga,24.0,3.2,4,2,21.48
24,,87.1,1.74,187,158,67,1.57,1364.0,Strength,10.0,3.5,4,3,28.77
25,,66.6,1.61,184,166,56,1.38,1260.0,Strength,25.0,3.0,2,1,25.69
59,,60.4,1.76,194,120,53,1.72,929.0,Cardio,18.8,2.7,5,3,19.5
32,,126.4,,198,146,62,1.1,883.0,HIIT,28.2,2.1,3,2,37.74
46,,88.7,1.63,166,146,66,0.75,542.0,Strength,28.8,3.5,2,1,33.38
